,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentaires
483,23-12-2020,19,Roble,6.75,4,5,10,8,10,6,8,10,5,"es points positifs sont :
-on reste dans Paris, on a accès à plusieurs stations de métro/bus/tram/rer qui amènent où l'on veut.

- il y a beaucoup de loisirs pour les enfants comme la cité des sciences, vill'up, le 104. C'est idéal pour le weekend. Pour les grands, il y a des cinémas, le conservatoire de musique, le Zenith de Paris, la philharmonie, les parcs et le canal de l'Ourcq pour les apéro ou le jogging le matin.

-tout est accessible : commerces, soins de toutes spécialités médicales, services

- il y a plusieurs maternelle, école primaire et collège (privé et public)

- il y a des beaux immeubles Haussmanniens."
484,09-12-2020,19,Nini19,5.63,8,3,8,10,8,4,8,8,5,"ccès à la culture, cinéma, la Villette, sports.
De nombreux parcs, commerces de proximité.
Abords des quais agréables."
485,04-11-2020,19,bisbis21,5.06,4,3,10,7,8,3,9,10,6,"es beaux parcs, la villette et les buttes Chaumont, promenade canal de l'Ourcq agréable, pas mal de transports en commun."
486,23-10-2020,19,carmina,8.06,9,8,8,8,6,8,8,9,9,"ous sommes nouveaux arrivants très ravis au fur et à mesure de nos découvertes dans notre quartier!
Les personnes de notre immeuble nous ont accueilli très gentiment, malgré les bruits et poussière que nous avons fait subir du fait d'une grande rénovation de notre appartement!! Commerces divers et proches, beaucoup de culturel autour (cinémas, philharmonie, expos….)  CANAL DE LA VILLETTE... Il Y A UN BÂTIMENT MAGNIFIQUE avenue Jean Jaurès LE GYMNASE qui mériterait d'être rénové et revisiter !! J'aime mon quartier. La Mairie fait beaucoup d'efforts,  PAS ASSEZ pour les SDF !!!!"
487,22-10-2020,19,Lorris,7.44,7,5,8,8,9,7,10,8,8,"ombreux parcs, canal très agréable en été, Paris plage, très bien desservi par les transports.
Beaucoup de commerces, de grands magasins.
Très cosmopolite. 
Richesse culturelle."
488,17-10-2020,19,Riverainedu19e,4.81,5,1,7,8,7,4,7,7,3,"es commerces, les transports et l'accessibilité à tout, tout à proximité."
489,15-09-2020,19,François,8.19,7,7,9,9,9,8,9,9,8," environnement : Parc des Buttes Chaumont, parc de la Villette, promenades agréables quai de la Loire et quai de Seine fermées à la circulation le dimanche, ""Paris plages"" en juillet août avec baignade en plein air.
-  transports : à 15 mn d'Opéra en métro, nouvelle gare Rosa Parks, tramway, nombreuse voies pour vélo
- Santé : Hôpital Robert Debré, Hôpital Fondation Adolphe de Rothschild, cliniques
- sports et les loisirs: A la Villette il y a un Centre équestre et une Base Nautique ! (aviron ou canoë-kayak ) mais aussi : Aïkido, Athlétisme, Aquagym, Badminton, Basket-ball, Beach volley, Boxe anglaise, Boxe française, Course à pied, Danse, Descente de rivières, Escalade, Football, Futsal, Club Nautique, Gymnastique d'entretien, Handball, Judo, Ju Jitsu, Karaté, Kung-Fu, Nage avec palmes, Natation, Pétanque, Plongée sous-marine, Randonnée, Marche sportive, Rugby, Tennis, Tennis de table, Vélo – VTT, Volley ball, Yoga, simulateur de chute libre.
- culture : 12 salles pour les 2 MK2 (reliés par un petit bateau), 13 salles pour l'UGC, Cité des sciences, Grande halle de la Villette, Cité de la musique-Philharmonie de Paris (Amphithéâtre, salle de concert, musée, médiathèque, le Centquatre-Paris, le Zénith, Guignol aux Buttes, Péniche Antipode ou Péniche Anako, jazz à la Villette ou cinéma en plein air, conservatoires, l'unique pont levant de Paris, etc..
- enseignement : Ecole Montessori 21, Cours Florent, Conservatoire National Supérieur de Musique et de Danse de Paris, ENSA, EIVP
- nombreux commerces
- qualité de vie: prendre un verre ou une assiette sur la péniche Antipode, l'accueil est sympa, c'est bon et pas cher : c'est super."
490,01-03-2022,20,Manu manu,7.69,8,7,6,7,9,8,6,9,7,"éponse à l'avis précédent sur la base de mon vécu de PLUS DE 20 ANS DANS LE XXe.

Premièrement,  les avis à 1, 5 sont généralement complètement exagérés pour ne pas dire malhonnêtes. On est à Paris donc à moins de vivre le long du Jardin d'Eole,  ça n'a pas de sens d'imaginer arriver à une telle note. On est ni à Sevran,  ni à Stains,  non juste dans un quartier un peu populaire de Paris. Je pense qu'on va s'en remettre. Mais prenons l'avis point par point.

Déjà,  et là il n'y aura pas de débat,  on a un magnifique 0 en transports. Je commence par celui-là car c'est la note la plus objectivement ridicule de l'avis. Pour le reste on peut toujours ergoter.  Donc pour les transports vous avez dans le XXe les lignes de métro suivantes : L1,  L3,  L9,  L11 et L3bis. Ce sont parmi les lignes les plus pratiques du réseau et elles marchent globalement bien. Les bus,  je vais même pas détailler tellement il y en a. A moins d'être le long de la ligne 1 / RER A,  honnêtement on ne fait pas beaucoup mieux ailleurs dans Paris. ça vaut entre 7 et 10 selon sa localisation précise dans l'arrondissement. J'ajoute,  je n'ai JAMAIS malgré un usage quotidien,  rencontré la moindre situation conflictuelle ou dangereuse dans les transports,  contrairement au centre de Paris

Environnement 0 également. Le XXe est certes inégal selon les quartiers,  c'est d'ailleurs très bien expliqué dans certains avis. Mais enfin quand même 0 alors qu'on a parmi les rues les plus charmantes de la capitale autour du Père Lachaise,  la Campagne à Paris,  le Parc de Belleville qui offre un des plus beaux panoramas sur Paris et d'innombrables autres petits endroits... Franchement si quelqu'un a un doute,  qu'il vienne s'y promener. Même dans les endroits les moins bien on est ni en insécurité ni dans un endroit très laid."
491,25-02-2022,20,20èmeLover,9.5,8,9,9,10,10,10,9,10,7,"uartier dynamique qui peut paraitre inquiétant au premier abord (stéréotypes) mais qui au quotidien se révèle être très agréable et assez sécurisé. Je rentre régulièrement tard le soir et je n'ai jamais eu de problèmes. Très bien desservi par les transports,  c'est un quartier proche de tout (seulement 15 min du centre de Paris).
Les commerces sont diversifiés et il y a une ambiance très sympa entre les habitants."
492,10-02-2022,20,Thetruthtobeknown,1.56,0,3,4,4,0,1,3,3,0,"a piscine Georges Vallerey.
Certains marchés.
Il y a du service de soin et globalement l'offre est là comme partout dans Paris. Sauf que... et je ne parle là que du quartier de haut-Belleville,  cf ci-dessous pour le gros point négatif."
493,17-01-2022,20,pyrénees - bagnolet,9.31,10,7,10,9,9,10,8,8,8,"rrondissement mélangé socialement et culturellement.
A la fois village et complètement parisien."
494,15-01-2022,20,toma41,8.75,8,8,8,10,9,9,8,10,7,"'habite rue Orfila à 200m de la Mairie / station Gambetta. Il s'agit à mon sens du meilleur quartier du 20ieme,   il y fait très bon vivre,   il y a de la vie,   des commerces de qualité de partout,   les gens sont simples et agréables,   il est aisé d'avoir un rdv médical et il n'y a pas de sentiment d'insécurité.

Il s'agit d'un quartier que je ne connaissais pas il y a encore quelques années et aujourd'hui j'y suis vraiment heureux."
495,16-11-2021,20,Hibouspectateur,6.94,8,7,6,6,7,7,7,7,7,"n ne peut pas évaluer le XXe de façon uniforme car ce n'est pas un seul et même quartier mais plusieurs quartiers assez différents. Je vais quand même essayer de me livrer à l'exercice. Si vous regardez sur internet,  vous verrez que l'arrondissement est découpé en 4 quartiers administratifs : Belleville (nord),  Père Lachaise (ouest),  Saint-Fargeau (est) et Charonne (sud). Dans les faits,  personne n'utilise ces appellations. Les habitants parlent plutôt des quartiers autour des stations de métro : Maraîchers,  Père Lachaise (uniquement le bas et le long du cimetière),  Gambetta,  Belleville (autour de la rue de Belleville et du parc),  Ménilmontant (le long de la rue),  Pelleport,  Avron... Quelques exceptions comme Saint-Blaise,  Amandiers ou Réunion. Chacun est assez différent en termes de fréquentation,  ambiance,  niveau social,  qualité des commerces,  niveau des écoles voire sécurité.
Pour moi il y a cinq XXe différents que j'ai pu observer depuis une douzaine d'années que j'y vis :
1) Le XXe bourgeois ou classique,  assez uniforme et familial. Bien fréquenté voire franchouillard (étonnant je sais) au niveau des commerces très vin rouge / saucisson et écoles privées catho : abords immédiats du Père Lachaise,  Gambetta,  Campagne à Paris. Globalement l'axe de la ligne 3 --> Note de 7 à 8, 5 selon l'endroit
2) Le XXe familial sans histoire mais pas forcément très dynamique,  parfois moyennement desservi (si ligne 3 bis) : Pelleport,  Surmelin,  proche Nation (Cour de Vincennes) --> Note autour de 7
3) Le XXe gentrifié mais encore mais qui reste un peu populaire et mouvant tout en étant assez équilibré : Maraîchers,  Avron,  Place Edith Piaf,  Rue de Bagnolet --> Note autour de 6, 5/7
4) Le XXe gentrifié mais avec des grands écarts de niveau social,  donc assez déséquilibré : Belleville (notamment autour du parc),  Ménilmontant,  Saint Fargeau,  Place de la Réunion --> Note autour de 6 / 6, 5
5) Le XXe très populaire (surtout très HLM) et souvent moyen niveau sécurité,  très voire trop déséquilibré selon moi : le cœur de Saint-Blaise au niveau des tours,  Plaine,  Amandiers,  barres de Belleville,  immeubles le long du périph --> Note autour de 4/5
Comme vous l'aurez deviné,  j'aime bien le 1,  2 et 3 où j'ai vécu depuis une douzaine d'années. Chacun peut y trouver son compte,  encore une fois l'ambiance est différente,  et il n'y a pas de problème particulier de sécurité. Après il faut savoir ce que l'on cherche et c'est une question de rapport ""qualité / prix""."
496,22-10-2021,20,LAl,7.31,9,7,7,7,8,7,7,8,8,"n arrondissement plus calme que d'autres,  plus tourné vers les familles avec beaucoup de crèches par exemple. Pas de rues complètement dédiées aux bars ou restos comme dans les arrondissements plus centraux. C'est pour moi positif car on est moins touchés par les terrasses éphémères (finalement définitives,  merci notre chère Maire de Paris) qui pourrissent la vie de beaucoup depuis des mois et personne ou presque n'en parle. Aussi,  de nombreuses aires de jeu pour enfant qui ont été refaites et font le bonheur des miens et pas que. Vraiment mieux que quand j'étais petite,  pas photo là-dessus. Pour un arrondissement dit ""populaire"",  qui en fait ne l'est plus vraiment,  une bonne ambiance d'ensemble. A part quelques endroits qui ont été trop densifiés (Place de la Réunion,  certains coins proche du parc de Belleville,  Amandiers) l'arrondissement est bien équilibré. La culture a toujours été vivace dans le XX avec beaucoup d'ateliers d'artistes auxquels on peut accéder facilement (ateliers de Belleville,  etc.). Sinon il faut avouer qu'on est bien servi pour ce qui est des transports."
497,20-10-2021,20,Bellesgambettes,7.63,10,7,5,6,8,8,7,8,7,"'aime beaucoup mon arrondissement et je pense avoir du recul dessus. J'ai lu les 20 pages d'avis sur le 20e. Dans l'ensemble elles me laissent une impression contrastée. Parfois des notations absurdes (1 à 3,  cela n'a aucun sens) pour dénigrer l'arrondissement ou exprimer une frustration personnelle,  parfois des notations surévaluées (9 - 10,  même si on s'y plaît beaucoup ça me semble exagéré car comme partout,  tout n'est pas parfait). Je vais essayer de faire part de ma propre expérience. C'est un avis personnel mais,  je pense,  étayé. Je précise que j'ai vécu à deux endroits assez proches au nord puis au sud de la Place Gambetta,  à chaque fois à proximité immédiate (le 20e des riches comme disent certains).

* La vie quotidienne : c'est la vie d'un arrondissement familial. Le matin,  ça grouille de mamans et de papas qui emmènent leur enfants à l'école. C'est assez sympa de voir ça. Vous finirez sûrement dans le privé au niveau du collège (période compliquée même dans les arrondissements ""chics"") mais il y a ce qu'il faut de bien dans le 20e/11e/12e comme dans beaucoup d'endroits à Paris et en banlieue. Le soir ou le we,  on a d'excellents,  j'insiste excellents,  petits commerces. Il faut savoir les choisir mais il y a pléthore de bonnes adresses et je pense que c'est vrai même ailleurs que dans le quartier où je vis. Beaucoup de fantasmes sur la sécurité,  c'est conforme au reste de Paris donc correct mais pas parfait.

* Pour travailler : il est assez rare de vivre et travailler dans le 20e car il y a peu de grosses boîtes (sauf si vous êtes à la DGSE :) ). Globalement vous rejoignez plutôt le centre de Paris ou la Défense (comme moi). De ce point de vue là c'est très pratique si on est sur la L3 qui raccorde facilement au RER A. Les lignes 11 (tout au nord) 9 (un peu plus au sud) ou la 1 (sud de l'arrondissement) sont très pratiques aussi. Beaucoup de bus

* Pour sortir : on a notre petit Théâtre à Gambetta et un Mk2. Si vous voulez de la VO où des films qui sortent un peu des plus grosses productions,  il faudra sûrement aller sur Opéra ou Bercy. Au niveau des restos,  il y a des belles découvertes à faire dans tout l'arrondissement. Là pour le coup il n'y a pas un endroit à favoriser (Belleville,  Ménilmontant,  Gambetta ou Maraîchers,  Porte de Bagnolet). Evidemment,  beaucoup de bars / terrasses."
498,11-10-2021,20,Xavier,8.25,10,7,6,7,10,8,8,10,10,"e 20e c'est pour moi une histoire d'amour depuis 1999. Comme toute histoire d'amour il y a une part de rationnel et d'irrationnel! Commençons par le rationnel : maillage de transport exceptionnel entre métro et bus (voire rer à nation,  j'ai quand même travaillé successivement à la défense puis dans l'est parisien en mettant toujours un temps très correct),  l'ambiance incomparable avec des gens abordables et sincères,  les nombreux parcs pour enfants,  les écoles et crèches...
Pour l'irrationnel : le charme des petites maisons,  des cours pavées... le côté bobo écolo mais qui s'accommode des cadres sup mais aussi de gens moins riches. J'aime me promener rue de Bagnolet avec son côté mouvant,  faire mes courses chez les petits commerçants de très bonne qualité rue des Pyrénées et finir par un verre avec des amis au Mama Shelter. Pour le côté Gambetta/ Père Lachaise ou je réside,  une mention particulière pour l'accessibilité au centre de Paris."
499,08-10-2021,20,GG52,8.69,8,8,7,8,10,9,7,10,9,"ivant rue des Gâtines je suis en plein centre du 20e,  à deux pas de l'avenue Gambetta et de la place. J'ai accès à de nombreux commerces de très bonne qualité. Pour les transports,  il y a la L3 mais aussi 3 bus que j'utilise régulièrement : le 26 pour aller à Nation ou pour monter aux buttes Chaumont le we,  le 69 pour rejoindre le centre (je préfère largement le bus au métro) et le 64 qui permet d'aller à l'UGC Bercy (MK2 Gambetta est sympa mais il n'y a pas toujours tout). Très bonne ambiance,  rues pleines de charmes."
500,22-09-2021,20,Mitch,8.69,10,7,8,7,8,9,8,9,10,"e 20e quartier gentrifié? Oui en grande partie. Voyez la population à Gambetta,  Maraîcher,  Père Lachaise,  tout le long de Pyrénées
Le 20e quartier bobo? Oui et non. Dans certains quartiers on peut encore dire que c'est bobo mais surtout de plus en plus csp+ Il y a aussi des gens plus modestes
Le 20e quartier écolo? De plus en plus mais visiblement pas partagé par tous les habitants
Le 20e quartier authentique? Oui,  encore en partie mais de moins en moins. Des programmes immobiliers ont remplacé nombre de charmantes maisons ou de petit immeubles qui auraient pu être rénovés plutôt que détruits
Le 20e quartier craignos? Non certainement pas. Légende? Dénigrement? Après n'allez pas vous promener à 1h du mat dans l'entrée d'un HLM... Il y a des bistrots et terrasses partout,  du monde tout le temps jusque tard
Pour le reste : beaucoup de commerces,  beaucoup de transports,  bonnes écoles dans mon quartier,  mes voisins n'ont pas eu de difficulté pour avoir une place en crèche."
