,date,arrondissement,auteur,etoile,education,securite,loisir,sante,transport,qualite de vie,culture,commerce,environnement,commentairePositif,commentaireNegatif
477,Avis posté le 24-02-2021 à 05:06,paris-19e-arrondissement_75119,Océan,8.94,9,8,10,7,10,9,10,8,9,Les points positifs : Un arrondissement en plein développement surtout du côté de Rosa Parks. Beaucoup de commerces de proximité. La culture ici est présente. arrondissement avec beaucoup d'espaces. On se croirait au far-west.,"Les points négatifs : Désordre,  quelques toxicos. Dans cet arrondissement,  on a souvent l'impression que les habitants se croient tout permis."
478,Avis posté le 03-02-2021 à 12:51,paris-19e-arrondissement_75119,emilyinparis19,7.31,5,6,5,8,10,8,5,10,4,"Les points positifs : bon quartier chinois avec plein de resto et de coiffeurs pas cher et méga bons! allez à Belleville,  plus safe que le 18 eme,  petite gentrification bobo sympa,  pas au point de devenir insupportable,  j'adore les buttes Chaumont,  surtout l'été.","Les points négatifs : pollution au max,  assez pauvre,  les logements restent chers,  rues assez sales."
479,Avis posté le 28-01-2021 à 23:34,paris-19e-arrondissement_75119,Djoser,9.00,8,8,10,9,10,9,10,9,8,"Les points positifs : Le top niveau en termes de culture. Métro,  bus,  tramway bien en place. Mélange des populations: toutes les populations. Les commerces justifient leur présence en nombre. Rosa Parks.  Petit quartier mais grand par sa réputation nationale. Un quartier qui n'arrête pas d'évoluer. A suivre.","Les points négatifs : Quelques petits toxicos désœuvrés mais pas la peine de s'alarmer car ce n'est pas pire que d'autres arrondissements de Paris. Il faut juste prendre de bonnes décisions au niveau de la mairie et tout ira bien. Un désordre ambiant. Dommage.

Adresse email invalide !!"
480,Avis posté le 23-01-2021 à 01:04,paris-19e-arrondissement_75119,Condreman,8.63,9,8,10,9,10,8,9,9,10,"Les points positifs : Le 19ème est un super arrondissement. L'espace,  l'espace et encore l'espace. Cosmopolite,  vivant,  culturel. Le zénith,  la cité des sciences,  le conservatoire supérieur de la musique et de la danse,  le 104,  le Cours Florent, . .. Les commerces sont proches les uns des autres. Les transports : ligne 5,  7...","Les points négatifs : Ici les gens sont vraiment dans un désordre incompréhensible. Trop de sdf et des gens qui font peur. Il y a un laisser aller de la part des autorités,  une espèce de laxisme,  ce qui pousse les gens à se croire tout permis. Il faut que cela change."
481,Avis posté le 22-01-2021 à 23:36,paris-19e-arrondissement_75119,taz,4.25,3,1,8,7,8,3,6,8,3,"Les points positifs : Parc des buttes Chaumont
Pas mal de commerces mais souvent cher
Des métros
Des salles de sport.","Les points négatifs : Beaucoup de délinquance. Les bandes tiennent le pavé et les parkings. Une police absente
Ecoles,  collèges et lycées à fuir
Circulation impossible
Beaucoup de bruit et de pollution
De moins en moins d'emploi sur place."
482,Avis posté le 15-01-2021 à 19:40,paris-19e-arrondissement_75119,Tocrafiz,8.75,5,7,9,10,7,10,8,7,7,"Les points positifs : Bel arrondissement avec plusieurs parcs et espaces verts ou bleus (Buttes Chaumont,  La Villette,  Butte du Chapeau Rouge,  canal, . ..),  mixité sociale,  une certaine convivialité,  une activité culturelle (104,  librairies,  cinémas, . ..). ""En devenir"" encore,  mais depuis 25 ans que nous y habitons les progrès le paraissent évidents et spectaculaires.","Les points négatifs : Assez sale,  absence de bons établissements scolaires,  certains secteurs sont moins bien desservis par le métro."
483,Avis posté le 23-12-2020 à 13:02,paris-19e-arrondissement_75119,Roble,6.75,4,5,10,8,10,6,8,10,5,"Les points positifs : Les points positifs sont :
-on reste dans Paris, on a accès à plusieurs stations de métro/bus/tram/rer qui amènent où l'on veut.

- il y a beaucoup de loisirs pour les enfants comme la cité des sciences, vill'up, le 104. C'est idéal pour le weekend. Pour les grands, il y a des cinémas, le conservatoire de musique, le Zenith de Paris, la philharmonie, les parcs et le canal de l'Ourcq pour les apéro ou le jogging le matin.

-tout est accessible : commerces, soins de toutes spécialités médicales, services

- il y a plusieurs maternelle, école primaire et collège (privé et public)

- il y a des beaux immeubles Haussmanniens.","Les points négatifs : Ayant grandi dans cet arrondissement depuis toute petite, je tiens à noter des problèmes dans le système scolaire. Il y a plusieurs collèges zep qui ne sont pas idéaux pour s'éduquer mais des opportunités sont possibles avec des partenariats avec de grands lycées parisiens dans le quartier latin. J'ai moi-même pu en bénéficier et l'éducation du 19e est parfois handicapant mais pas impossible.

Puis il n'y a pas de référence pour les bons lycées.

Ensuite, c'est un arrondissement où les personnes restent essentiellement entre communautés. Le manque de diversité se ressent dans les établissements scolaires publics.

Enfin il y a beaucoup d'incivilités : de déchets qui trainent, de drogue, de vols... Et certains quartiers sont bruyants avec les bus, les klaxons et les moteurs des voitures, les motos (j'entends au moins 10 fois une sirène passée de chez moi). Vivement les voitures électriques !"
484,Avis posté le 09-12-2020 à 09:42,paris-19e-arrondissement_75119,Nini19,5.63,8,3,8,10,8,4,8,8,5,"Les points positifs : Accès à la culture, cinéma, la Villette, sports.
De nombreux parcs, commerces de proximité.
Abords des quais agréables.","Les points négatifs : Le 19eme est devenu depuis quelques temps, le squatte des toxicos et dealers...
Pipe à crack et seringue retrouvés dans le hall de mon immeuble (quai de la seine).
Arrondissement complètement délaissé, le contraste entre 2 rues est flagrant...
la bourgeoisie d'un côté, la misère de l'autre...
Dommage j'aimais beaucoup ce quartier."
485,Avis posté le 04-11-2020 à 11:17,paris-19e-arrondissement_75119,bisbis21,5.06,4,3,10,7,8,3,9,10,6,"Les points positifs : Des beaux parcs, la villette et les buttes Chaumont, promenade canal de l'Ourcq agréable, pas mal de transports en commun.","Les points négatifs : Avenue de Flandre devenue une avenue de la drogue et très bruyante suite à la création de la piste cyclable, il y a vraiment une inégalité entre le nord et le sud du 19e, le nord est laissé à l'abandon notamment les quartiers pont de flandre et rosa parks."
486,Avis posté le 23-10-2020 à 11:45,paris-19e-arrondissement_75119,carmina,8.06,9,8,8,8,6,8,8,9,9,"Les points positifs : Nous sommes nouveaux arrivants très ravis au fur et à mesure de nos découvertes dans notre quartier!
Les personnes de notre immeuble nous ont accueilli très gentiment, malgré les bruits et poussière que nous avons fait subir du fait d'une grande rénovation de notre appartement!! Commerces divers et proches, beaucoup de culturel autour (cinémas, philharmonie, expos….)  CANAL DE LA VILLETTE... Il Y A UN BÂTIMENT MAGNIFIQUE avenue Jean Jaurès LE GYMNASE qui mériterait d'être rénové et revisiter !! J'aime mon quartier. La Mairie fait beaucoup d'efforts,  PAS ASSEZ pour les SDF !!!!","Les points négatifs : A remarquer que rien ne change du côté de la rue Crimée à la hauteur du Pont et du Franprix, depuis plus d'un an il y a des SDF laissés dans une saleté épouvantable avec des amoncellements de détritus récurrents. Comment peut-on laisser des personnes si longtemps dans cet état sanitaire.. Dommage de voir des rues abandonnées avec des poubelles qui débordent, des saletés partout : bouteilles parfois cassées, papiers des encombrants, CRASSES NOIRES en bas des murs dans les encoignures. Même certaines boutiques ont leur devanture EN BAS très sale!!! aussi l'incivilité des personnes qui laissent leurs immondices dans la rue sans gène, matelas, linges, URINE.
GROS problèmes des vélos et trottinettes, avec parfois deux ou trois personnes dessus pour les trottinettes SUR l'esplanade au lieu des pistes cyclables."
487,Avis posté le 22-10-2020 à 11:10,paris-19e-arrondissement_75119,Lorris,7.44,7,5,8,8,9,7,10,8,8,"Les points positifs : Nombreux parcs, canal très agréable en été, Paris plage, très bien desservi par les transports.
Beaucoup de commerces, de grands magasins.
Très cosmopolite. 
Richesse culturelle.","Les points négatifs : La mairie du 19ème ferme les yeux sur les toxicos présents à Stalingrad depuis des années.
Quartier de Stalingrad sale, les sdf et toxicos ne respectent rien."
488,Avis posté le 17-10-2020 à 23:22,paris-19e-arrondissement_75119,Riverainedu19e,4.81,5,1,7,8,7,4,7,7,3,"Les points positifs : Les commerces, les transports et l'accessibilité à tout, tout à proximité.","Les points négatifs : Insécurité, trop de délinquance et de squattes des rues ou dans les immeubles,  trop de migrants, toxicomanes, aucune sécurité à ce niveau est faite !!
Ghettoïsation de ce bel arrondissement de Paris ce qui est bien triste ! Rues sales, trop d'incivilités, il faudrait redonner du goût et du charme à cet arrondissement et qu'on s'y intéresse plus car il est trop délaissé !!"
489,Avis posté le 15-09-2020 à 22:17,paris-19e-arrondissement_75119,François,8.19,7,7,9,9,9,8,9,9,8,"Les points positifs : - environnement : Parc des Buttes Chaumont, parc de la Villette, promenades agréables quai de la Loire et quai de Seine fermées à la circulation le dimanche, ""Paris plages"" en juillet août avec baignade en plein air.
-  transports : à 15 mn d'Opéra en métro, nouvelle gare Rosa Parks, tramway, nombreuse voies pour vélo
- Santé : Hôpital Robert Debré, Hôpital Fondation Adolphe de Rothschild, cliniques
- sports et les loisirs: A la Villette il y a un Centre équestre et une Base Nautique ! (aviron ou canoë-kayak ) mais aussi : Aïkido, Athlétisme, Aquagym, Badminton, Basket-ball, Beach volley, Boxe anglaise, Boxe française, Course à pied, Danse, Descente de rivières, Escalade, Football, Futsal, Club Nautique, Gymnastique d'entretien, Handball, Judo, Ju Jitsu, Karaté, Kung-Fu, Nage avec palmes, Natation, Pétanque, Plongée sous-marine, Randonnée, Marche sportive, Rugby, Tennis, Tennis de table, Vélo – VTT, Volley ball, Yoga, simulateur de chute libre.
- culture : 12 salles pour les 2 MK2 (reliés par un petit bateau), 13 salles pour l'UGC, Cité des sciences, Grande halle de la Villette, Cité de la musique-Philharmonie de Paris (Amphithéâtre, salle de concert, musée, médiathèque, le Centquatre-Paris, le Zénith, Guignol aux Buttes, Péniche Antipode ou Péniche Anako, jazz à la Villette ou cinéma en plein air, conservatoires, l'unique pont levant de Paris, etc..
- enseignement : Ecole Montessori 21, Cours Florent, Conservatoire National Supérieur de Musique et de Danse de Paris, ENSA, EIVP
- nombreux commerces
- qualité de vie: prendre un verre ou une assiette sur la péniche Antipode, l'accueil est sympa, c'est bon et pas cher : c'est super.","Les points négatifs : - La saleté  (sauf aux alentours de la mairie) mais vu le nombre d'habitants ( supérieur à celui d'une ville comme Reims ) un petit pourcentage qui salit et c'est sale
- Densité de population (le 8 eme dans la liste des arrondissements mais quand même)
- la sécurité : c'est une impression car depuis vingt ans que je suis dans l'arrondissement j'ai eu ma fenêtre de voiture cassée deux fois dans un parking HLM loué et vu une fois une asiatique se faire voler son sac à main. C'est tout mais bon, c'est mon expérience personnelle
- les dealers de Stalingrad qui étaient partis depuis des années avec l'arrivée des forains, puis des cinémas et qui reviennent depuis un an
- le bruit des sirènes puisque des piétons traversent n'importent comment et le bruit de certaines  motos qui se multiplient puisque les voitures sont dans les bouchons."
490,Avis posté le 01-03-2022 à 09:13,paris-20e-arrondissement_75120,Manu manu,7.69,8,7,6,7,9,8,6,9,7,"Les points positifs : Réponse à l'avis précédent sur la base de mon vécu de PLUS DE 20 ANS DANS LE XXe.

Premièrement,  les avis à 1, 5 sont généralement complètement exagérés pour ne pas dire malhonnêtes. On est à Paris donc à moins de vivre le long du Jardin d'Eole,  ça n'a pas de sens d'imaginer arriver à une telle note. On est ni à Sevran,  ni à Stains,  non juste dans un quartier un peu populaire de Paris. Je pense qu'on va s'en remettre. Mais prenons l'avis point par point.

Déjà,  et là il n'y aura pas de débat,  on a un magnifique 0 en transports. Je commence par celui-là car c'est la note la plus objectivement ridicule de l'avis. Pour le reste on peut toujours ergoter.  Donc pour les transports vous avez dans le XXe les lignes de métro suivantes : L1,  L3,  L9,  L11 et L3bis. Ce sont parmi les lignes les plus pratiques du réseau et elles marchent globalement bien. Les bus,  je vais même pas détailler tellement il y en a. A moins d'être le long de la ligne 1 / RER A,  honnêtement on ne fait pas beaucoup mieux ailleurs dans Paris. ça vaut entre 7 et 10 selon sa localisation précise dans l'arrondissement. J'ajoute,  je n'ai JAMAIS malgré un usage quotidien,  rencontré la moindre situation conflictuelle ou dangereuse dans les transports,  contrairement au centre de Paris

Environnement 0 également. Le XXe est certes inégal selon les quartiers,  c'est d'ailleurs très bien expliqué dans certains avis. Mais enfin quand même 0 alors qu'on a parmi les rues les plus charmantes de la capitale autour du Père Lachaise,  la Campagne à Paris,  le Parc de Belleville qui offre un des plus beaux panoramas sur Paris et d'innombrables autres petits endroits... Franchement si quelqu'un a un doute,  qu'il vienne s'y promener. Même dans les endroits les moins bien on est ni en insécurité ni dans un endroit très laid.","Les points négatifs : Une des remarques les plus drôles ""Les grands de la cité apprennent et entrainent les plus jeunes à participer,  se prenant pour une police mafieuse. (Voisins psychopathes)."" Déjà globalement,  comme partout dans Paris,  il n'y a pas de cité dans le XXe. Tout au plus quelques grands immeubles HLM datant des années 60 / 70. On est d'accord,  je vous recommande pas de vivre juste à côté. Mais on comprend quand même qu'en fait,  notre ami n'est juste pas content de son HLM et que c'est de ça dont il nous parle et non du XXe. Le problème c'est que même s'il n'est pas content,  il oublie de dire merci à nous,  les gens raisonnables et pondérés,  pour précisément payer avec nos impôts son logement HLM. D'ailleurs,  qui l'empêche de partir à Sevran ou au Blanc Ménil,  certains logements n'arrivent pas à faire le plein et c'est clair que niveau transport ce sera mieux 😉

Concluons sur cette touche d'espoir ""Je vous souhaite la paix que je souhaite à moi-même."" Commençons par être honnête et faire un peu fonctionner notre cerveau et ça devrait bien se passer! Je ne sais pas si on peut me contacter au travers de ce site mais si quelqu'un a vraiment des questions sur l'arrondissement,  qu'il n'hésite pas!

Adresse email invalide !!"
